FAC_DERIVED_CB2010,CWA Violations,CAA Violations,RCRA Violations,SDWA Violations,CWA Inspections,CAA Inspections,RCRA Inspections,SDWA Inspections,Facilities,FAC_NAICS_CODES,Total Violations Since 2001,Violations Per Facility Since 2001,Total Inspections Since 2001,Inspections Per Facility Since 2001
48339692601,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,486210 999999,0.0,0.0,4.0,4.0
48339692900,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1,999999 486210,0.0,0.0,7.0,7.0
48339693000,182.0,13.0,43.0,0.0,13.0,78.0,29.0,0.0,4,326199 332420 325998 325199 32519 325199 325110 32511 999999 324110 562212 22111,238.0,59.5,120.0,30.0
48339693102,110.0,7.0,4.0,0.0,3.0,39.0,2.0,0.0,3,315991 332431 331210 33121 54138 333132,121.0,40.333333333333336,44.0,14.666666666666666
48339693300,44.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,1,nan,44.0,44.0,27.0,27.0
48339693500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,221119,0.0,0.0,0.0,0.0
48339693800,0.0,9.0,4.0,0.0,0.0,43.0,5.0,0.0,1,332431,13.0,13.0,48.0,48.0
48339693900,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,2,999999 221119 562211,0.0,0.0,16.0,8.0
48339694000,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1,221119,0.0,0.0,12.0,12.0
48339694101,0.0,1.0,15.0,0.0,0.0,7.0,5.0,0.0,1,333132 999999,16.0,16.0,12.0,12.0
48339694201,6.0,1.0,1.0,0.0,11.0,18.0,1.0,0.0,1,221112 22111,8.0,8.0,30.0,30.0
48341950100,16.0,12.0,0.0,0.0,1.0,212.0,0.0,0.0,10,211112 999999 211130 211111 211130 486210 999999 486210 2111 211111 211111 999999 2111 211111 2111 999999 2111 211111 486210 486210 22121,28.0,2.8,213.0,21.3
48341950200,57.0,45.0,13.0,0.0,4.0,472.0,73.0,11.0,20,324110 424710 32411 517110 486110 325311 325180 325182 325181 211111 211111 2111 211111 2111 211130 211112 486210 999999 999999 486210 2111 211111 999999 2111 2111 211111 999999 2111 486210 211111 999999 2111 999999 486210 2111 211111 999999 2111 221122 221112 221119 999999 486210 486210 999999 486210 48621 211112 21113 211111 2111 211130 nan,115.0,5.75,560.0,28.0
48343950200,16.0,0.0,1.0,0.0,25.0,52.0,3.0,0.0,3,221112 331210 221121 22111 331210 999999 33121 332812 331221 331210 999999,17.0,5.666666666666667,80.0,26.666666666666668
48343950300,0.0,5.0,0.0,0.0,0.0,14.0,0.0,0.0,1,324122,5.0,5.0,14.0,14.0
48347950100,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1,327121,0.0,0.0,20.0,20.0
48347950200,3.0,6.0,0.0,0.0,2.0,72.0,0.0,0.0,3,211111 2111 999999 211111 221112 221117 22111,9.0,3.0,74.0,24.666666666666668
48347950301,0.0,2.0,11.0,0.0,0.0,10.0,3.0,0.0,3,336213 486210 999999 321999 321918 321911,13.0,4.333333333333333,13.0,4.333333333333333
48347950302,87.0,2.0,0.0,0.0,29.0,23.0,0.0,0.0,2,321113 321912 nan,89.0,44.5,52.0,26.0
48347950700,0.0,5.0,5.0,0.0,0.0,35.0,3.0,0.0,2,339991 326291 562212,10.0,5.0,38.0,19.0
48347950900,0.0,0.0,7.0,0.0,1.0,40.0,3.0,0.0,2,321219 335311 334416,7.0,3.5,44.0,22.0
48349970100,0.0,4.0,0.0,0.0,0.0,18.0,0.0,0.0,1,336214,4.0,4.0,18.0,18.0
48349970200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,562211 999999,0.0,0.0,0.0,0.0
48349970700,3.0,7.0,15.0,0.0,22.0,47.0,14.0,0.0,6,325199 325110 221122 326140 326199 32614 327211 326150 22132 327320,25.0,4.166666666666667,83.0,13.833333333333334
48349970800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,562212,0.0,0.0,0.0,0.0
48349970900,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,1,486110 42471,1.0,1.0,22.0,22.0
48349971000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,486210,0.0,0.0,0.0,0.0
48351950200,0.0,1.0,0.0,0.0,2.0,9.0,1.0,0.0,1,321212 999999,1.0,1.0,12.0,12.0
48351950400,19.0,0.0,2.0,0.0,2.0,66.0,2.0,0.0,2,221112 22111 562212 999999,21.0,10.5,70.0,35.0
48353950100,1.0,4.0,1.0,0.0,8.0,61.0,6.0,4.0,4,327420 32742 221112 999999 221122 nan 327420 327410,6.0,1.5,79.0,19.75
48353950500,3.0,7.0,4.0,0.0,3.0,63.0,8.0,0.0,5,486210 327310 32731 488210 488999 999999 221112 486210,14.0,2.8,74.0,14.8
48355000600,89.0,52.0,152.0,0.0,39.0,556.0,65.0,0.0,4,324110 32411 324110 32411 221119 32511 424710 221112 324110 32411 999999,293.0,73.25,660.0,165.0
48355000700,246.0,2.0,2.0,0.0,27.0,24.0,6.0,0.0,3,424710 493190 211130 nan,250.0,83.33333333333333,57.0,19.0
48355000800,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,327320,17.0,17.0,0.0,0.0
48355002703,43.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,1,nan,43.0,43.0,31.0,31.0
48355002900,60.0,3.0,61.0,0.0,14.0,21.0,24.0,4.0,1,928110 92811,124.0,124.0,63.0,63.0
48355003001,30.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,1,nan,30.0,30.0,15.0,15.0
48355003002,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,1,211112 999999,2.0,2.0,7.0,7.0
48355003500,0.0,0.0,5.0,0.0,0.0,0.0,9.0,0.0,1,325199 999999 325110 325,5.0,5.0,9.0,9.0
48355003700,2.0,0.0,0.0,0.0,7.0,10.0,2.0,0.0,1,221112 221122 48411,2.0,2.0,19.0,19.0
48355005102,20.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1,nan,20.0,20.0,11.0,11.0
48355005406,71.0,1.0,54.0,0.0,26.0,31.0,52.0,0.0,6,484220 484230 562112 562211 562211 221112 221122 22111 562212 562211 nan,126.0,21.0,109.0,18.166666666666668
48355005601,30.0,1.0,0.0,0.0,16.0,3.0,0.0,0.0,2,221112 221122 nan,31.0,15.5,19.0,9.5
48355005802,25.0,20.0,34.0,0.0,13.0,153.0,40.0,0.0,6,325110 325199 999999 32511 486210 486210 115112 211112 211130 324199 486210 2111,79.0,13.166666666666666,206.0,34.333333333333336
48355005900,23.0,12.0,68.0,0.0,12.0,260.0,56.0,0.0,9,325199 325211 32541 32519 325110 325181 325412 nan 211111 486210 48811 486210 211111 211112 211130 21113 325199 325211 325110 325412 32519 999999 424710 486210,103.0,11.444444444444445,328.0,36.44444444444444
48355006000,55.0,1.0,225.0,0.0,2.0,20.0,86.0,0.0,3,562211 999999 562212 562219 325199 325412,281.0,93.66666666666667,108.0,36.0
48355006100,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,562212,0.0,0.0,3.0,3.0
48355006200,30.0,6.0,19.0,0.0,10.0,11.0,7.0,0.0,3,nan 336611 541360 211111,55.0,18.333333333333332,28.0,9.333333333333334
48355006300,397.0,69.0,204.0,0.0,55.0,733.0,135.0,0.0,19,324110 32411 324110 424710 32411 42471 562211 562 324110 325110 32411 493190 488320 999999 424710 424710 324110 32411 493190 325180 325188 325131 32518 325181 562910 221112 22111 324110 49319 493190 493110 999999 48611 486110 nan 424710 42471 493190 212322 999999 486110 424710 nan nan 32411 324110 424710 324110,670.0,35.26315789473684,923.0,48.578947368421055
48355006400,234.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,2,nan nan,234.0,117.0,28.0,14.0
48357950100,0.0,4.0,0.0,0.0,0.0,86.0,0.0,0.0,6,211111 2111 999999 211111 2111 21113 211112 211130 211111 211111 999999 486210 486210 999999,4.0,0.6666666666666666,86.0,14.333333333333334
48361020200,0.0,1.0,7.0,0.0,0.0,20.0,5.0,0.0,1,336611,8.0,8.0,25.0,25.0
48361020300,595.0,144.0,158.0,4.0,102.0,846.0,87.0,2.0,12,325212 nan 325211 488210 221112 22111 336611 325211 325199 325110 22131 562211 221112 325222 22111 211111 32511 221112 325110 22111 325211 325199 211111 325199 325110 325320 325211 325199 325212 221310 nan,901.0,75.08333333333333,1037.0,86.41666666666667
48361020500,169.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1,nan,169.0,169.0,14.0,14.0
48361021000,78.0,6.0,2.0,0.0,8.0,34.0,2.0,0.0,1,325180 325182,86.0,86.0,44.0,44.0
48361021100,13.0,6.0,2.0,0.0,20.0,187.0,3.0,0.0,2,32213 322110 322130 999999 322121,21.0,10.5,210.0,105.0
48361021200,187.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1,nan,187.0,187.0,5.0,5.0
48361021400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,325991 424690,0.0,0.0,0.0,0.0
48361021700,71.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1,nan,71.0,71.0,9.0,9.0
48361021900,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,1,486210 48621,0.0,0.0,39.0,39.0
48361022000,29.0,9.0,12.0,0.0,13.0,97.0,13.0,0.0,5,488999 336510 488210 331111 331110 324199 331221 33111 332618 211111 nan 424720 424710,50.0,10.0,123.0,24.6
48361022200,0.0,3.0,0.0,0.0,0.0,35.0,0.0,0.0,3,486910 493190 488320 486110 486210,3.0,1.0,35.0,11.666666666666666
48361022300,24.0,0.0,2.0,2.0,14.0,52.0,1.0,2.0,1,221112 22111,28.0,28.0,69.0,69.0
48361022400,216.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,2,nan 327320,216.0,108.0,20.0,10.0
48363000200,0.0,2.0,0.0,0.0,0.0,15.0,2.0,0.0,2,327331 211112 211130 21113,2.0,1.0,17.0,8.5
48363000300,45.0,2.0,0.0,0.0,3.0,35.0,0.0,0.0,1,221122 221112 22111,47.0,47.0,38.0,38.0
48363000400,9.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1,nan,9.0,9.0,10.0,10.0
48363000600,0.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,1,327120 327331 327121,3.0,3.0,14.0,14.0
48363000800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999999,0.0,0.0,0.0,0.0
48365950100,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,3,486210 999999 486210 486210,1.0,0.3333333333333333,32.0,10.666666666666666
48365950200,0.0,1.0,0.0,0.0,0.0,65.0,0.0,0.0,2,211130 999999 211112 486210 213112,1.0,0.5,65.0,32.5
48365950300,52.0,11.0,0.0,0.0,17.0,369.0,2.0,0.0,16,211130 211112 21113 211111 321219 321999 nan 213112 211111 221210 486210 486210 999999 486210 999999 211111 211111 999999 211111 211111 211112 999999 211112 999999 2111 211130 211111 211130 211112 211112,63.0,3.9375,388.0,24.25
48365950400,0.0,2.0,0.0,0.0,0.0,82.0,0.0,0.0,4,486210 213112 211112 211111 562213 999999 486210 48621,2.0,0.5,82.0,20.5
48365950600,1.0,2.0,0.0,0.0,5.0,7.0,0.0,0.0,2,999999 2111 nan,3.0,1.5,12.0,6.0
48367140101,0.0,0.0,2.0,0.0,0.0,6.0,9.0,0.0,1,333319 332813 333999 336412 336414 333318 336413,2.0,2.0,15.0,15.0
48367140102,0.0,6.0,6.0,0.0,0.0,14.0,5.0,0.0,1,336412 333999 333319 332813 336413 333318 332710 999999 336414,12.0,12.0,19.0,19.0
48367140200,12.0,0.0,0.0,0.0,21.0,0.0,0.0,3.0,1,nan,12.0,12.0,24.0,24.0
48367140403,0.0,3.0,0.0,0.0,0.0,14.0,0.0,0.0,2,211112 211130 21113 211112,3.0,1.5,14.0,7.0
48367140407,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,2,211112 999999 211130 21111 21113 486210 211111,0.0,0.0,18.0,9.0
48367140409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,327320,0.0,0.0,0.0,0.0
48367140501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,211112,0.0,0.0,0.0,0.0
48367140502,14.0,0.0,0.0,0.0,19.0,0.0,0.0,4.0,1,nan,14.0,14.0,23.0,23.0
48367140601,0.0,10.0,0.0,0.0,0.0,68.0,0.0,0.0,4,327120 327121 327120 327121 211130 21113 211112 211111 562212,10.0,2.5,68.0,17.0
48367140602,0.0,1.0,0.0,0.0,0.0,17.0,0.0,0.0,1,211111 2111,1.0,1.0,17.0,17.0
48367140705,2.0,2.0,0.0,0.0,6.0,13.0,0.0,0.0,1,221112 221119 999999 221122,4.0,4.0,19.0,19.0
48367140706,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,2,211112 211130 486210 486210 221210,1.0,0.5,12.0,6.0
48369950200,0.0,3.0,1.0,0.0,0.0,20.0,3.0,0.0,1,311611 311613 311612,4.0,4.0,23.0,23.0
48371950100,0.0,22.0,2.0,0.0,0.0,757.0,19.0,0.0,12,999999 211111 211112 211130 211111 2111 486210 211111 486210 211111 211111 2111 211111 211130 211112 21113 486210 999999 211111 325920 211112 486210 211111 21113 211130 486210 211111,24.0,2.0,776.0,64.66666666666667
48371950500,0.0,19.0,0.0,0.0,0.0,244.0,0.0,0.0,15,486210 999999 999999 211111 486210 486990 2111 211111 486210 2111 999999 211111 21111 2111 211111 486210 221112 2111 486990 211112 999999 486210 211111 2111 2111 486990 211111 2111 486210 999999 211111 211112,19.0,1.2666666666666666,244.0,16.266666666666666
48373210101,0.0,2.0,0.0,0.0,0.0,74.0,0.0,0.0,3,486210 211111 486210 999999,2.0,0.6666666666666666,74.0,24.666666666666668
48373210102,0.0,0.0,23.0,0.0,0.0,0.0,8.0,0.0,1,321114,23.0,23.0,8.0,8.0
48373210204,5.0,1.0,0.0,0.0,16.0,5.0,1.0,4.0,2,nan 336510 488210,6.0,3.0,26.0,13.0
48373210302,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1,562212,1.0,1.0,6.0,6.0
48373210400,16.0,4.0,0.0,0.0,3.0,30.0,0.0,0.0,3,321212 321219 321219,20.0,6.666666666666667,33.0,11.0
48373210500,51.0,5.0,0.0,0.0,4.0,103.0,2.0,0.0,2,321212 321113 321211 211112 211130,56.0,28.0,109.0,54.5
48375013400,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1,424710 45431 42471 493190,0.0,0.0,11.0,11.0
48375014300,73.0,10.0,9.0,0.0,27.0,180.0,74.0,0.0,10,22132 221320 331411 331410 331421 332813 331420 33141 486210 999999 486210 562212 562211 999999 211112 211130 nan 221112 221122 22111 nan,92.0,9.2,281.0,28.1
48375014401,0.0,1.0,9.0,0.0,0.0,31.0,22.0,0.0,3,311611 311613 316110 311612 42447 325998 332312,10.0,3.3333333333333335,53.0,17.666666666666668
48375014500,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1,42471,0.0,0.0,5.0,5.0
48375015400,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,2,486210 486210,0.0,0.0,19.0,9.5
48375980000,0.0,3.0,16.0,0.0,0.0,4.0,12.0,0.0,1,332812 336411 238320 48819,19.0,19.0,16.0,16.0
48377950200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,212222,0.0,0.0,0.0,0.0
48379950100,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,211111 2111,0.0,0.0,4.0,4.0
48381021702,13.0,1.0,0.0,0.0,16.0,4.0,0.0,0.0,3,22132 221320 326199 326121,14.0,4.666666666666667,20.0,6.666666666666667
48381021703,0.0,10.0,3.0,0.0,0.0,23.0,8.0,0.0,1,327212 332813 327993,13.0,13.0,31.0,31.0
48381021704,0.0,7.0,0.0,0.0,0.0,54.0,0.0,0.0,2,486210 562212 326199 999999,7.0,3.5,54.0,27.0
48381021900,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,2,486210 999999 486110,0.0,0.0,25.0,12.5
48381022002,5.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1,nan,5.0,5.0,6.0,6.0
48383950100,0.0,15.0,0.0,0.0,0.0,106.0,0.0,0.0,11,32411 211112 999999 211112 211130 325311 32411 211111 2111 211111 486210 2111 211111 211130 486210 562212 211111 211130 211112 21113 486210 221210 211111 999999,15.0,1.3636363636363635,106.0,9.636363636363637
48387950600,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1,221112 221122,0.0,0.0,5.0,5.0
48389950100,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,7,999999 2111 211111 21111 211112 211112 211130 211111 999999 999999 211111,0.0,0.0,22.0,3.142857142857143
48391950200,0.0,1.0,0.0,0.0,0.0,27.0,0.0,0.0,2,211111 486210,1.0,0.5,27.0,13.5
48391950400,0.0,5.0,0.0,0.0,0.0,61.0,0.0,0.0,7,2111 211111 999999 999999 486210 999999 211111 999999 2111 211111 999999 2111 486210 999999 211111 999999,5.0,0.7142857142857143,61.0,8.714285714285714
48393950100,0.0,3.0,0.0,0.0,0.0,135.0,0.0,0.0,8,999999 211112 211111 2111 2111 211111 486210 486210 211111 999999 211111 211112,3.0,0.375,135.0,16.875
48395960100,10.0,0.0,4.0,0.0,8.0,215.0,3.0,0.0,3,212111 221112 221121 221119 22111 221112 22111,14.0,4.666666666666667,226.0,75.33333333333333
48395960300,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,2,211111 2111 211112,1.0,0.5,32.0,16.0
48395960500,121.0,1.0,3.0,0.0,7.0,52.0,4.0,0.0,4,488210 532411 81131 48821 nan 486910 48691 999999 424710,125.0,31.25,63.0,15.75
48397040102,56.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1,nan,56.0,56.0,12.0,12.0
48397040506,12.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1,nan,12.0,12.0,22.0,22.0
48399950100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,211111 2111,0.0,0.0,0.0,0.0
48399950200,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1,999999 211130 211111,0.0,0.0,2.0,2.0
48401950100,9.0,1.0,1.0,0.0,13.0,1243.0,5.0,2.0,1,221112 212111 221122 22111,11.0,11.0,1263.0,1263.0
48401950300,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,1,332420 332999,3.0,3.0,8.0,8.0
48401950400,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2,211111 486210,0.0,0.0,9.0,4.5
48401950501,259.0,0.0,0.0,0.0,39.0,24.0,0.0,0.0,5,22132 486210 486210 nan nan,259.0,51.8,63.0,12.6
48401950502,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,1,21113 211111 211130 999999 211112,0.0,0.0,41.0,41.0
48401950600,0.0,2.0,0.0,0.0,0.0,92.0,0.0,0.0,2,221112 22111 562212 562211,2.0,1.0,92.0,46.0
48401950700,0.0,5.0,6.0,0.0,2.0,83.0,4.0,0.0,5,326199 326191 326199 326191 326121 327121 327120 327123 327999 326199 316992 321113 321912,11.0,2.2,89.0,17.8
48401951100,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1,999999 486210,0.0,0.0,8.0,8.0
48403950200,17.0,3.0,1.0,0.0,1.0,39.0,1.0,0.0,2,321113 321212 113310 321912 486210 211130,21.0,10.5,41.0,20.5
48405950100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999999,0.0,0.0,0.0,0.0
48407200101,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1,221112,0.0,0.0,13.0,13.0
48407200102,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,486210,0.0,0.0,4.0,4.0
48409010201,71.0,0.0,0.0,0.0,20.0,0.0,0.0,4.0,1,nan,71.0,71.0,24.0,24.0
48409010301,0.0,7.0,0.0,0.0,0.0,282.0,0.0,0.0,1,325180 331311 331313,7.0,7.0,282.0,282.0
48409010302,59.0,2.0,2.0,0.0,10.0,10.0,2.0,0.0,4,424710 42471 nan 493190 493110 424710 928110 424710 493190 42471,63.0,15.75,22.0,5.5
48409010500,0.0,2.0,0.0,0.0,0.0,19.0,0.0,0.0,1,221112 221121 221119,2.0,2.0,19.0,19.0
48409010601,165.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1,nan,165.0,165.0,12.0,12.0
48409010700,89.0,9.0,100.0,0.0,26.0,51.0,51.0,0.0,11,325199 325181 325110 221112 331222 32518 325180 22111 211112 486210 325110 325199 325120 32512 211111 2111 331313 331311 211111 237120 211130 nan 221210 331111 nan 486210,198.0,18.0,128.0,11.636363636363637
48409010900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,562211,0.0,0.0,0.0,0.0
48413950300,0.0,1.0,0.0,0.0,0.0,16.0,0.0,0.0,3,211130 211112 2111 211112 486210 999999,1.0,0.3333333333333333,16.0,5.333333333333333
48415950100,0.0,7.0,0.0,0.0,0.0,39.0,0.0,0.0,3,211112 999999 211130 21111 211120 211112 211111,7.0,2.3333333333333335,39.0,13.0
48415950200,0.0,1.0,0.0,0.0,0.0,113.0,0.0,0.0,1,211112 211111,1.0,1.0,113.0,113.0
48415950600,39.0,5.0,0.0,1.0,14.0,47.0,0.0,3.0,4,nan 486110 562212 999999 999999 486110,45.0,11.25,64.0,16.0
48417950300,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1,211112 999999 211130,0.0,0.0,26.0,26.0
48419950100,0.0,2.0,0.0,0.0,0.0,21.0,0.0,0.0,1,486210 48621,2.0,2.0,21.0,21.0
48419950400,40.0,1.0,2.0,0.0,16.0,27.0,4.0,0.0,4,311615 424710 42471 42271 321918 321211 321999 999999 321113 562213,43.0,10.75,47.0,11.75
48419950500,118.0,0.0,0.0,1.0,14.0,0.0,0.0,3.0,1,22131,119.0,119.0,17.0,17.0
48421950200,0.0,1.0,0.0,0.0,0.0,44.0,0.0,0.0,3,2111 211111 211111 2111 211111 2111,1.0,0.3333333333333333,44.0,14.666666666666666
48423000300,0.0,2.0,14.0,0.0,0.0,21.0,7.0,0.0,1,326111 322223,16.0,16.0,28.0,28.0
48423000400,0.0,4.0,0.0,0.0,0.0,19.0,0.0,0.0,1,311812,4.0,4.0,19.0,19.0
48423000600,38.0,18.0,25.0,0.0,12.0,674.0,15.0,0.0,1,324110 32411,81.0,81.0,701.0,701.0
48423001500,0.0,0.0,6.0,0.0,0.0,0.0,8.0,0.0,1,325188 312229 562211 562112,6.0,6.0,8.0,8.0
48423001601,122.0,8.0,19.0,0.0,65.0,67.0,17.0,0.0,4,331511 22132 331511 nan,149.0,37.25,149.0,37.25
48423001602,0.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,1,326211 49319 493110,2.0,2.0,11.0,11.0
48423001700,178.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1,nan,178.0,178.0,18.0,18.0
48423001801,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,2,326199 32612 999999 562212,7.0,3.5,6.0,3.0
48423002007,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,333415,0.0,0.0,3.0,3.0
48423002008,106.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,1,22132,106.0,106.0,33.0,33.0
48423002009,77.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1,nan,77.0,77.0,12.0,12.0
48425000100,9.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2,221113 nan,9.0,4.5,10.0,5.0
48427950101,0.0,1.0,0.0,0.0,0.0,36.0,0.0,0.0,2,211112 211130 486210 486210,1.0,0.5,36.0,18.0
48427950402,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1,999999 486210,0.0,0.0,9.0,9.0
48427950600,72.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1,nan,72.0,72.0,17.0,17.0
48427950702,8.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1,nan,8.0,8.0,7.0,7.0
48429950200,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,1,211111 2111 999999,1.0,1.0,10.0,10.0
48431950100,0.0,9.0,0.0,0.0,0.0,81.0,0.0,0.0,4,2111 999999 211111 211130 211112 211111 211112 2111 211112 211111 2111,9.0,2.25,81.0,20.25
48435950300,0.0,7.0,0.0,0.0,0.0,99.0,0.0,0.0,6,211112 211130 21113 211111 2111 999999 211111 2111 486210 211112 486210,7.0,1.1666666666666667,99.0,16.5
48439100202,0.0,2.0,13.0,0.0,0.0,24.0,3.0,0.0,4,336510 332313 332114 999999 332812 336322 42143 334613 332313 311119,15.0,3.75,27.0,6.75
48439100602,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,928110 488119,0.0,0.0,1.0,1.0
48439101201,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,3,327991 326121 326199 562211 562212 999999 999999,0.0,0.0,17.0,5.666666666666667
48439101202,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,327999 327122,0.0,0.0,1.0,1.0
48439101302,0.0,0.0,0.0,0.0,15.0,33.0,0.0,0.0,1,221112 221122 22111 48621,0.0,0.0,48.0,48.0
48439101700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,811198,0.0,0.0,0.0,0.0
48439104300,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,322215 322219,0.0,0.0,3.0,3.0
48439104503,0.0,0.0,4.0,0.0,0.0,8.0,5.0,0.0,1,331513 3261,4.0,4.0,13.0,13.0
48439104804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,332312 336999,0.0,0.0,0.0,0.0
48439104900,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2,488490 325312 42491 32411 42291 327320,10.0,5.0,4.0,2.0
48439105001,0.0,1.0,0.0,0.0,0.0,20.0,1.0,0.0,4,488190 323110 32311 323111 42471 424710 999999,1.0,0.25,21.0,5.25
48439105006,7.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,4,333415 423120 42312 424710 42471 325211 325611 999999 424710 42471,7.0,1.75,24.0,6.0
48439106002,0.0,6.0,13.0,0.0,0.0,87.0,2.0,0.0,5,312120 31212 311942 332431 325412 311812 311612 311991 999999,19.0,3.8,89.0,17.8
48439106004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999999,0.0,0.0,0.0,0.0
48439106509,0.0,0.0,2.0,0.0,0.0,23.0,2.0,0.0,1,336411 336413,2.0,2.0,25.0,25.0
48439106517,0.0,3.0,1.0,0.0,0.0,53.0,2.0,0.0,4,424710 42471 336413 424710 42471 32411 562211 562212,4.0,1.0,55.0,13.75
48439106518,0.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,1,336412 327410 336413,1.0,1.0,21.0,21.0
48439110204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,999999,0.0,0.0,0.0,0.0
48439110301,0.0,6.0,16.0,0.0,0.0,20.0,18.0,0.0,2,562112 326199 326121 999999,22.0,11.0,38.0,19.0
48439110600,0.0,1.0,8.0,0.0,3.0,35.0,6.0,0.0,1,336411 928110,9.0,9.0,44.0,44.0
48439110807,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,2,562212 562211 337215,0.0,0.0,19.0,9.5
48439111005,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2,332431 999999 211111,0.0,0.0,14.0,7.0
48439111008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,332996,0.0,0.0,0.0,0.0
