FAC_DERIVED_CB2010,CWA Violations,CAA Violations,RCRA Violations,SDWA Violations,CWA Inspections,CAA Inspections,RCRA Inspections,SDWA Inspections,Facilities,FAC_NAICS_CODES,Total Violations Since 2001,Violations Per Facility Since 2001,Total Inspections Since 2001,Inspections Per Facility Since 2001
37159051302,17.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,1,nan,17.0,17.0,46.0,46.0
37159051901,5.0,7.0,41.0,0.0,20.0,247.0,141.0,0.0,3,336120 336211 33612 325222 325220 325211 325221 221320 326199 336211,53.0,17.666666666666668,408.0,136.0
37159051902,0.0,4.0,0.0,0.0,5.0,191.0,0.0,0.0,2,221112 562212,4.0,2.0,196.0,98.0
37161960500,46.0,1.0,9.0,0.0,42.0,97.0,13.0,0.0,2,313320 326299 339991 nan,56.0,28.0,152.0,76.0
37161960600,34.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,1,22132,34.0,34.0,34.0,34.0
37161960800,26.0,0.0,0.0,0.0,45.0,15.0,0.0,0.0,1,221320 22132,26.0,26.0,60.0,60.0
37161961102,14.0,5.0,0.0,0.0,21.0,231.0,1.0,0.0,1,221112 326199,19.0,19.0,253.0,253.0
37163970100,0.0,9.0,0.0,0.0,2.0,23.0,0.0,0.0,1,321999,9.0,9.0,25.0,25.0
37163970400,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,1,327121 327120,0.0,0.0,18.0,18.0
37163970500,0.0,0.0,0.0,0.0,6.0,68.0,0.0,0.0,2,562212 221119 221118,0.0,0.0,74.0,37.0
37163970600,69.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,1,nan,69.0,69.0,37.0,37.0
37165010300,29.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,2,nan 562213,29.0,14.5,18.0,9.0
37165010400,40.0,12.0,17.0,0.0,66.0,133.0,24.0,0.0,3,326299 331511 336510 33651 nan 327211,69.0,23.0,223.0,74.33333333333333
37165010600,28.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1,nan,28.0,28.0,17.0,17.0
37167930102,28.0,3.0,1.0,0.0,20.0,138.0,46.0,0.0,2,321113 331312 33131 331313,32.0,16.0,204.0,102.0
37167931000,8.0,10.0,5.0,0.0,13.0,248.0,44.0,0.0,1,327992 212313 562211 212399,23.0,23.0,305.0,305.0
37167931100,0.0,3.0,0.0,0.0,3.0,101.0,5.0,0.0,1,326211 326212 32621,3.0,3.0,109.0,109.0
37167931202,139.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,1,56221 22132,139.0,139.0,68.0,68.0
37169070700,104.0,1.0,0.0,0.0,19.0,138.0,1.0,0.0,1,221112 423320,105.0,105.0,158.0,158.0
37171930202,13.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,1,nan,13.0,13.0,46.0,46.0
37171930901,5.0,2.0,4.0,0.0,58.0,92.0,12.0,0.0,3,337122 nan nan,11.0,3.6666666666666665,162.0,54.0
37171930902,0.0,0.0,0.0,0.0,17.0,105.0,0.0,0.0,1,321219 321213,0.0,0.0,122.0,122.0
37171931200,18.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1,nan,18.0,18.0,22.0,22.0
37173940100,169.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1,221320,169.0,169.0,16.0,16.0
37175960300,0.0,1.0,6.0,0.0,0.0,22.0,19.0,0.0,1,322121 332813,7.0,7.0,41.0,41.0
37175960401,88.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1,nan,88.0,88.0,32.0,32.0
37179020307,1.0,7.0,3.0,0.0,9.0,99.0,28.0,0.0,3,327120 327121 327124 336413 32614 326140,11.0,3.6666666666666665,136.0,45.333333333333336
37179020308,0.0,0.0,4.0,0.0,0.0,29.0,2.0,0.0,1,325412,4.0,4.0,31.0,31.0
37179020312,49.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1,nan,49.0,49.0,24.0,24.0
37179020316,2.0,1.0,3.0,0.0,5.0,10.0,72.0,0.0,1,325998 493110,6.0,6.0,87.0,87.0
37179020403,0.0,3.0,10.0,0.0,7.0,114.0,19.0,0.0,1,323111,13.0,13.0,140.0,140.0
37179020601,25.0,2.0,0.0,0.0,67.0,65.0,1.0,0.0,2,331491 331492 33149 22132,27.0,13.5,133.0,66.5
37179020800,0.0,3.0,0.0,0.0,3.0,66.0,0.0,0.0,1,311119,3.0,3.0,69.0,69.0
37179021008,63.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1,nan,63.0,63.0,24.0,24.0
37181960300,23.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,1,nan,23.0,23.0,47.0,47.0
37181960800,0.0,6.0,2.0,0.0,12.0,107.0,3.0,0.0,3,331492 327213 111910 11191 312210,8.0,2.6666666666666665,122.0,40.666666666666664
37183050100,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1,nan,0.0,0.0,3.0,3.0
37183050800,0.0,0.0,1.0,0.0,0.0,0.0,72.0,0.0,1,424690,1.0,1.0,72.0,72.0
37183051101,0.0,3.0,0.0,0.0,0.0,37.0,0.0,0.0,1,611310,3.0,3.0,37.0,37.0
37183052101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,562213,0.0,0.0,0.0,0.0
37183052302,0.0,0.0,73.0,0.0,0.0,0.0,84.0,0.0,1,61131,73.0,73.0,84.0,84.0
37183052806,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1,nan,0.0,0.0,6.0,6.0
37183052807,2.0,0.0,0.0,0.0,53.0,8.0,0.0,0.0,1,221320 22132 924110,2.0,2.0,61.0,61.0
37183052808,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,1,221320,0.0,0.0,7.0,7.0
37183053009,0.0,0.0,1.0,0.0,1.0,0.0,531.0,0.0,1,484230 562112 484220 532490 81299,1.0,1.0,532.0,532.0
37183053108,0.0,2.0,0.0,0.0,0.0,26.0,0.0,0.0,1,326199,2.0,2.0,26.0,26.0
37183053110,86.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,1,nan,86.0,86.0,35.0,35.0
37183053201,0.0,0.0,0.0,0.0,21.0,8.0,0.0,0.0,1,221320 22132,0.0,0.0,29.0,29.0
37183053207,40.0,1.0,0.0,0.0,53.0,21.0,1.0,14.0,2,nan 221113,41.0,20.5,89.0,44.5
37183053413,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1,nan,1.0,1.0,8.0,8.0
37183053420,5.0,0.0,10.0,0.0,41.0,45.0,88.0,0.0,4,332212 332216 316110 423710 333991 562212 221112 nan,15.0,3.75,174.0,43.5
37183053512,2.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,1,22132,2.0,2.0,48.0,48.0
37183053522,0.0,4.0,0.0,0.0,1.0,38.0,0.0,0.0,1,311821,4.0,4.0,39.0,39.0
37183054013,0.0,3.0,5.0,0.0,0.0,82.0,158.0,0.0,2,325411 325199 325192 325194 325311 221330 325412 562212,8.0,4.0,240.0,120.0
37183054016,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1,562213,1.0,1.0,3.0,3.0
37183054203,0.0,0.0,1.0,0.0,0.0,0.0,83.0,0.0,1,333996 332919 332912,1.0,1.0,83.0,83.0
37183054209,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,1,nan,0.0,0.0,18.0,18.0
37183054302,3.0,0.0,0.0,0.0,33.0,34.0,2.0,0.0,2,nan 32615 326150,3.0,1.5,69.0,34.5
37185950300,3.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1,nan,3.0,3.0,19.0,19.0
37189920703,0.0,0.0,0.0,0.0,45.0,13.0,0.0,0.0,1,22132 221320,0.0,0.0,58.0,58.0
37191000602,15.0,2.0,0.0,0.0,44.0,108.0,0.0,0.0,2,321212 321113 321219 nan,17.0,8.5,152.0,76.0
37191000700,66.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,1,nan,66.0,66.0,22.0,22.0
37191000901,0.0,1.0,0.0,0.0,25.0,193.0,1.0,0.0,1,221112,1.0,1.0,219.0,219.0
37191000902,0.0,5.0,0.0,0.0,1.0,62.0,0.0,0.0,2,562212 221122,5.0,2.5,63.0,31.5
37191001800,0.0,0.0,0.0,0.0,1.0,32.0,0.0,0.0,1,311812,0.0,0.0,33.0,33.0
37193960300,0.0,7.0,1.0,0.0,8.0,121.0,6.0,0.0,2,321999 321219 339999 326199 32613 326130,8.0,4.0,135.0,67.5
37193960500,0.0,0.0,4.0,0.0,0.0,47.0,11.0,0.0,1,327215,4.0,4.0,58.0,58.0
37193960600,1.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,1,22132,1.0,1.0,47.0,47.0
37193961001,0.0,7.0,3.0,0.0,1.0,68.0,20.0,0.0,1,323111,10.0,10.0,89.0,89.0
37193961100,23.0,1.0,5.0,0.0,49.0,44.0,11.0,0.0,2,337122 321999 337121 nan,29.0,14.5,104.0,52.0
37193961200,6.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1,nan,6.0,6.0,19.0,19.0
37195000700,0.0,5.0,3.0,0.0,4.0,107.0,18.0,0.0,2,327213 326211 221112,8.0,4.0,129.0,64.5
37195000802,17.0,2.0,0.0,0.0,35.0,20.0,0.0,0.0,2,312210 312230 312229 nan,19.0,9.5,55.0,27.5
37197050501,13.0,0.0,0.0,0.0,61.0,0.0,0.0,0.0,1,562219 22132,13.0,13.0,61.0,61.0
38003968000,23.0,0.0,0.0,0.0,57.0,3.0,0.0,10.0,2,562212 221320 221310 211130 211111,23.0,11.5,70.0,35.0
38005940100,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,313320 313210 336992,0.0,0.0,4.0,4.0
38007963100,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,2,211130 211111 324199 21113 211112 211111 211130,0.0,0.0,22.0,11.0
38011965300,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1,211130 211111,0.0,0.0,5.0,5.0
38013953300,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1,211130 211112 21113,0.0,0.0,11.0,11.0
38015010600,21.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,1,221320,21.0,21.0,57.0,57.0
38015011001,0.0,1.0,13.0,0.0,0.0,17.0,63.0,0.0,2,562112 327410,14.0,7.0,80.0,40.0
38015011400,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1,211130 211111,0.0,0.0,11.0,11.0
38017000201,84.0,0.0,0.0,0.0,62.0,0.0,0.0,10.0,1,221320,84.0,84.0,72.0,72.0
38017000300,0.0,0.0,24.0,0.0,0.0,23.0,21.0,0.0,1,61131 611310,24.0,24.0,44.0,44.0
38017000600,0.0,0.0,28.0,0.0,3.0,21.0,32.0,0.0,4,333111 336211 336212 333111 333120 999999 333111,28.0,7.0,56.0,14.0
38017000802,0.0,0.0,16.0,0.0,0.0,0.0,64.0,0.0,1,562112,16.0,16.0,64.0,64.0
38017010107,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,2,562212 424710,0.0,0.0,22.0,11.0
38017010203,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1,332312 237130,0.0,0.0,16.0,16.0
38017040300,0.0,0.0,0.0,0.0,1.0,13.0,1.0,0.0,1,325193,0.0,0.0,15.0,15.0
38017040400,37.0,1.0,2.0,0.0,50.0,11.0,5.0,0.0,2,311224 311223 311225 221310 221320,40.0,20.0,66.0,33.0
38019950900,16.0,0.0,0.0,0.0,30.0,0.0,0.0,9.0,1,221320,16.0,16.0,39.0,39.0
38025962200,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,8,486210 486210 486210 486210 211111 486210 211111 211111,0.0,0.0,25.0,3.125
38035010300,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1,611310,0.0,0.0,20.0,20.0
38035010801,0.0,0.0,21.0,0.0,0.0,17.0,31.0,0.0,2,326111 323111 326199 333611 326130,21.0,10.5,48.0,24.0
38035011700,14.0,0.0,0.0,0.0,64.0,30.0,1.0,0.0,5,311411 311423 31141 562212 311423 221320 562212,14.0,2.8,95.0,19.0
38035011900,2.0,0.0,0.0,0.0,34.0,8.0,6.0,2.0,1,928110 92811,2.0,2.0,50.0,50.0
38049955600,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,211130 486210 211111 48621,0.0,0.0,3.0,3.0
38049955900,15.0,0.0,1.0,0.0,8.0,13.0,4.0,0.0,1,311224 325199 311223,16.0,16.0,25.0,25.0
38051972900,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2,486210 48621 562212,0.0,0.0,7.0,3.5
38053940100,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,10,486210 486210 213112 211111 486210 213111 213111 213112 213111 213111,0.0,0.0,23.0,2.3
38053962300,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,6,211111 211130 211111 486210 48621 211130 211112 213112 486210 211130 213111 211130,0.0,0.0,25.0,4.166666666666667
38053962500,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2,2111 211111 211130 221112,0.0,0.0,9.0,4.5
38055960800,0.0,0.0,0.0,1.0,0.0,36.0,3.0,10.0,2,221112 22111 325193,1.0,0.5,49.0,24.5
38057961700,38.0,0.0,0.0,0.0,40.0,0.0,0.0,6.0,1,221320,38.0,38.0,46.0,46.0
38057961800,47.0,0.0,18.0,0.0,76.0,98.0,55.0,14.0,5,221112 22111 325311 221112 221112 221112 22111 221210 325311 22121,65.0,13.0,243.0,48.6
38059020200,40.0,0.0,20.0,0.0,32.0,42.0,65.0,0.0,2,221112 324110 32411,60.0,30.0,139.0,69.5
38059020300,20.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,1,562212 221320,20.0,20.0,53.0,53.0
38059020400,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,486210,0.0,0.0,4.0,4.0
38059020500,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,3,327120 327121 486210 221119 221118 48621 211130 211111,0.0,0.0,25.0,8.333333333333334
38061955200,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1,211112,0.0,0.0,5.0,5.0
38065961200,28.0,2.0,0.0,0.0,37.0,31.0,0.0,0.0,1,221112,30.0,30.0,68.0,68.0
38067950200,0.0,1.0,0.0,0.0,4.0,10.0,1.0,0.0,1,325193,1.0,1.0,15.0,15.0
38067950400,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,1,928110 92811,0.0,0.0,9.0,9.0
38067950500,73.0,0.0,5.0,0.0,29.0,21.0,4.0,0.0,1,311313 31131,78.0,78.0,54.0,54.0
38071957600,0.0,0.0,5.0,0.0,0.0,10.0,3.0,0.0,1,335932 326199 339999,5.0,5.0,13.0,13.0
38071957800,35.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,1,221320,35.0,35.0,47.0,47.0
38073968900,0.0,0.0,3.0,0.0,0.0,22.0,3.0,0.0,1,311224 311222 311423 311223 311225,3.0,3.0,25.0,25.0
38077970800,20.0,1.0,7.0,0.0,35.0,29.0,7.0,0.0,2,333111 311221,28.0,14.0,71.0,35.5
38077970900,85.0,0.0,1.0,0.0,79.0,24.0,4.0,6.0,2,311313 311999 221320,86.0,43.0,113.0,56.5
38077971000,0.0,0.0,3.0,0.0,0.0,11.0,2.0,0.0,1,611310 61131 611519,3.0,3.0,13.0,13.0
38077971100,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1,211130 211111,0.0,0.0,3.0,3.0
38077971400,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,1,325193,0.0,0.0,12.0,12.0
38081974000,0.0,0.0,0.0,0.0,3.0,11.0,0.0,0.0,2,333120 33312 562212,0.0,0.0,14.0,7.0
38089963300,7.0,1.0,0.0,0.0,8.0,24.0,2.0,0.0,1,325193,8.0,8.0,34.0,34.0
38089963800,53.0,0.0,0.0,0.0,52.0,4.0,0.0,0.0,2,486210 221320,53.0,26.5,56.0,28.0
38089964000,0.0,0.0,13.0,0.0,0.0,0.0,54.0,0.0,1,48423 562211 562112 48422,13.0,13.0,54.0,54.0
38093967000,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1,221112 221330,0.0,0.0,7.0,7.0
38093967200,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2,486910 486910,0.0,0.0,9.0,4.5
38093967300,0.0,0.0,3.0,0.0,0.0,11.0,26.0,0.0,1,336413,3.0,3.0,37.0,37.0
38093967800,30.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,1,221320,30.0,30.0,43.0,43.0
38097970300,105.0,0.0,2.0,0.0,29.0,25.0,1.0,0.0,3,221112 311313 31131 nan,107.0,35.666666666666664,55.0,18.333333333333332
38099957900,12.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,1,221320 22131,12.0,12.0,47.0,47.0
38101010100,132.0,0.0,0.0,0.0,52.0,3.0,0.0,0.0,1,221320 562212,132.0,132.0,55.0,55.0
38101010900,32.0,0.0,4.0,0.0,43.0,9.0,17.0,4.0,1,928110 92811 811111,36.0,36.0,73.0,73.0
38101011200,0.0,0.0,9.0,0.0,0.0,6.0,8.0,0.0,1,326199 339999,9.0,9.0,14.0,14.0
38101011300,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1,424710,0.0,0.0,6.0,6.0
38105953400,11.0,0.0,1.0,0.0,7.0,22.0,3.0,0.0,1,211130 211112 213112 211111 21113 237120,12.0,12.0,32.0,32.0
38105953500,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3,211111 211130 211130 221112,0.0,0.0,11.0,3.6666666666666665
38105953600,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2,211130 211112 211130,0.0,0.0,5.0,2.5
38105953700,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1,336212 333249 333220,0.0,0.0,8.0,8.0
38105954100,65.0,0.0,0.0,0.0,49.0,2.0,0.0,0.0,2,211111 211130 221320,65.0,32.5,51.0,25.5
39001770100,0.0,0.0,1.0,0.0,0.0,15.0,1.0,0.0,1,336412,1.0,1.0,16.0,16.0
39001770200,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1,327111 327110,0.0,0.0,15.0,15.0
39001770600,172.0,3.0,9.0,0.0,25.0,77.0,10.0,5.0,2,221112 562910 221112 326199 562910,184.0,92.0,117.0,58.5
39003010100,125.0,6.0,3.0,0.0,29.0,28.0,2.0,0.0,2,nan 326291 326220,134.0,67.0,59.0,29.5
39003010200,10.0,2.0,1.0,0.0,5.0,53.0,2.0,0.0,1,325188 325180 32518 211112 325181,13.0,13.0,60.0,60.0
39003010300,10.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1,nan,10.0,10.0,25.0,25.0
39003010600,0.0,0.0,10.0,0.0,0.0,0.0,16.0,0.0,1,331522 326150 332813 33152 331525,10.0,10.0,16.0,16.0
39003011000,39.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1,nan,39.0,39.0,20.0,20.0
39003011200,0.0,4.0,11.0,0.0,0.0,46.0,6.0,0.0,2,332812 311812,15.0,7.5,52.0,26.0
39003011800,212.0,46.0,94.0,0.0,103.0,435.0,183.0,0.0,9,324110 32411 324199 331513 33111 325311 325199 325314 nan 336992 928110 325120 32512 325199 325211 325311 325199 32511 32519 325180 325188 32521 486110,352.0,39.111111111111114,721.0,80.11111111111111
39003011900,22.0,2.0,1.0,0.0,12.0,49.0,4.0,0.0,2,424710 45431 42471 42271 49319 48691 486910,25.0,12.5,65.0,32.5
39003012000,22.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1,nan,22.0,22.0,26.0,26.0
39003012400,0.0,2.0,0.0,0.0,0.0,8.0,2.0,0.0,1,335312 335991,2.0,2.0,10.0,10.0
39003012600,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1,23832,0.0,0.0,2.0,2.0
39003013800,1.0,3.0,0.0,0.0,1.0,10.0,0.0,0.0,2,325199 325193,4.0,2.0,11.0,5.5
39005970400,114.0,2.0,6.0,0.0,44.0,15.0,7.0,0.0,3,336991 339920 339932 326299 3399 325412 nan,122.0,40.666666666666664,66.0,22.0
39005971000,4.0,0.0,5.0,0.0,7.0,38.0,4.0,0.0,1,327110 331525 327111 332999,9.0,9.0,49.0,49.0
39007000101,0.0,5.0,9.0,0.0,0.0,18.0,6.0,0.0,1,326199 325991,14.0,14.0,24.0,24.0
39007000102,118.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1,nan,118.0,118.0,14.0,14.0
39007000103,0.0,2.0,0.0,0.0,0.0,12.0,1.0,0.0,1,326199 321911 321992 321219 321999,2.0,2.0,13.0,13.0
39007000200,50.0,3.0,12.0,0.0,8.0,55.0,11.0,0.0,1,326199 325991,65.0,65.0,74.0,74.0
39007000300,1133.0,8.0,120.0,0.0,73.0,110.0,164.0,0.0,8,325199 325181 32519 325110 325188 325180 32518 325192 325998 325181 325181 325180 32518 325211 331222 333992 331110 325130 325131 32518 325188 32513 562212 562211 562910 325130 325131 325188 32518 32513 nan,1261.0,157.625,347.0,43.375
39007000400,145.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1,22132,145.0,145.0,26.0,26.0
39007000601,0.0,2.0,6.0,0.0,0.0,22.0,6.0,0.0,1,326199,8.0,8.0,28.0,28.0
39007000603,0.0,3.0,1.0,0.0,0.0,11.0,1.0,0.0,1,326199,4.0,4.0,12.0,12.0
39007000701,0.0,9.0,27.0,0.0,0.0,59.0,11.0,0.0,5,326199 326130 332813 326199 326199 326199 326199 326130,36.0,7.2,70.0,14.0
39007000802,27.0,0.0,0.0,0.0,22.0,29.0,0.0,0.0,3,nan 562212 326199,27.0,9.0,51.0,17.0
39007000900,0.0,1.0,7.0,0.0,0.0,17.0,2.0,0.0,2,326199 325991 326130 326199,8.0,4.0,19.0,9.5
39007001102,0.0,11.0,7.0,0.0,0.0,39.0,4.0,0.0,2,326199 326199,18.0,9.0,43.0,21.5
39007001302,0.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,1,326199,2.0,2.0,9.0,9.0
39009972800,50.0,1.0,0.0,0.0,5.0,20.0,0.0,0.0,1,562212,51.0,51.0,25.0,25.0
39009972900,0.0,0.0,16.0,0.0,0.0,3.0,13.0,0.0,1,332812,16.0,16.0,16.0,16.0
39009973101,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,1,611310,0.0,0.0,28.0,28.0
39009973200,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1,423120 336360 33636 486210,0.0,0.0,9.0,9.0
39009973400,15.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,1,nan,15.0,15.0,14.0,14.0
39009973600,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1,nan,0.0,0.0,7.0,7.0
39009973700,0.0,0.0,3.0,0.0,0.0,18.0,6.0,0.0,1,48621 486210,3.0,3.0,24.0,24.0
39009973800,0.0,0.0,4.0,0.0,0.0,25.0,5.0,0.0,1,486210 48621,4.0,4.0,30.0,30.0
39009973902,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,1,nan,5.0,5.0,3.0,3.0
39011040400,148.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,1,nan,148.0,148.0,51.0,51.0
39011040600,0.0,3.0,5.0,0.0,0.0,26.0,4.0,0.0,1,331511,8.0,8.0,30.0,30.0
39011041000,142.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,2,nan 331511,142.0,71.0,40.0,20.0
39011041100,204.0,6.0,0.0,0.0,7.0,32.0,0.0,0.0,1,311613,210.0,210.0,39.0,39.0
39011041202,101.0,1.0,4.0,0.0,41.0,29.0,6.0,0.0,3,326299 326291 nan 812320,106.0,35.333333333333336,76.0,25.333333333333332
39013010100,112.0,0.0,9.0,0.0,11.0,2.0,8.0,0.0,1,331111 33111,121.0,121.0,21.0,21.0
39013010900,119.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,1,nan,119.0,119.0,17.0,17.0
39013011000,0.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,1,486210,1.0,1.0,10.0,10.0
39013011200,6.0,0.0,0.0,0.0,5.0,12.0,0.0,0.0,2,221112 221122 221113 221111 221119 22111 221121 325110,6.0,3.0,17.0,8.5
39013011600,68.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,1,nan,68.0,68.0,32.0,32.0
39013011900,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,1,311812,0.0,0.0,17.0,17.0
39013012100,116.0,1.0,20.0,0.0,12.0,17.0,32.0,0.0,1,332812 332813 331221 33211 331111 33281 332114,137.0,137.0,61.0,61.0
39015951800,330.0,1.0,0.0,0.0,33.0,23.0,0.0,0.0,3,562212 nan 221117,331.0,110.33333333333333,56.0,18.666666666666668
39017000200,25.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,1,22132,25.0,25.0,34.0,34.0
39017010103,46.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,1,nan,46.0,46.0,25.0,25.0
39017010201,0.0,1.0,0.0,0.0,0.0,53.0,0.0,0.0,1,611310,1.0,1.0,53.0,53.0
39017010903,35.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,1,nan,35.0,35.0,19.0,19.0
39017010906,0.0,1.0,0.0,0.0,0.0,22.0,0.0,0.0,1,221112,1.0,1.0,22.0,22.0
39017010909,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1,332321,0.0,0.0,9.0,9.0
39017011002,53.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1,nan,53.0,53.0,10.0,10.0
39017011004,0.0,0.0,4.0,0.0,0.0,16.0,3.0,0.0,1,326199,4.0,4.0,19.0,19.0
39017011117,25.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,1,22132 54138,25.0,25.0,26.0,26.0
39017011123,0.0,2.0,12.0,0.0,0.0,47.0,10.0,0.0,4,325130 325131 325188 325998 32513 325510 32551 32552 311612 311991 325412,14.0,3.5,57.0,14.25
39017011131,99.0,0.0,0.0,0.0,29.0,2.0,0.0,0.0,1,221320,99.0,99.0,31.0,31.0
39017011300,0.0,5.0,0.0,0.0,0.0,59.0,1.0,0.0,1,324199,5.0,5.0,60.0,60.0
39017012200,9.0,2.0,0.0,0.0,13.0,32.0,0.0,0.0,1,322121 32212,11.0,11.0,45.0,45.0
39017013900,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,1,322121 32212,2.0,2.0,6.0,6.0
39017014000,63.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,1,221320 22132,63.0,63.0,33.0,33.0
39017014100,19.0,16.0,5.0,0.0,22.0,233.0,36.0,0.0,4,331111 331110 33111 324199 221112 221119 221112,40.0,10.0,291.0,72.75
39017014400,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,2,322130 323110 32213 323111,0.0,0.0,28.0,14.0
39017014600,0.0,3.0,0.0,0.0,0.0,40.0,0.0,0.0,1,221112 221111,3.0,3.0,40.0,40.0
39017014700,11.0,1.0,0.0,0.0,2.0,25.0,1.0,0.0,1,322121 322222,12.0,12.0,28.0,28.0
39017015100,28.0,4.0,0.0,0.0,15.0,124.0,0.0,0.0,3,312120 31212 311942 221112 221112 22111,32.0,10.666666666666666,139.0,46.333333333333336
39019720100,0.0,0.0,0.0,0.0,0.0,44.0,1.0,0.0,2,486210 48621 211111 213112,0.0,0.0,45.0,22.5
39019720500,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1,221112,0.0,0.0,4.0,4.0
39019720600,0.0,2.0,0.0,0.0,0.0,53.0,0.0,0.0,3,486210 213112 211111 486210 213112,2.0,0.6666666666666666,53.0,17.666666666666668
